Age,Country,Gender,Region,Total or Difference,Year,Literacy rate,Number of Records
15-24,Egypt,male,Northern Africa and Western Asia,Total,2010,90.56%,1
15-24,Jordan,male,Northern Africa and Western Asia,Total,2010,98.76%,1
15-24,Kuwait,male,Northern Africa and Western Asia,Total,2010,99.06%,1
15-24,Oman,male,Northern Africa and Western Asia,Total,2010,97.41%,1
15-24,Palestine,male,Northern Africa and Western Asia,Total,2010,99.21%,1
15-24,Tunisia,male,Northern Africa and Western Asia,Total,2010,98.21%,1
15-24,Turkey,male,Northern Africa and Western Asia,Total,2010,99.21%,1
15-24,Armenia,male,Northern Africa and Western Asia,Total,2011,99.82%,1
15-24,Azerbaijan,male,Northern Africa and Western Asia,Total,2011,99.96%,1
15-24,Cyprus,male,Northern Africa and Western Asia,Total,2011,99.80%,1
15-24,Jordan,male,Northern Africa and Western Asia,Total,2011,99.05%,1
15-24,Morocco,male,Northern Africa and Western Asia,Total,2011,88.83%,1
15-24,Palestine,male,Northern Africa and Western Asia,Total,2011,99.26%,1
15-24,Tunisia,male,Northern Africa and Western Asia,Total,2011,98.24%,1
15-24,Turkey,male,Northern Africa and Western Asia,Total,2011,99.45%,1
15-24,Azerbaijan,male,Northern Africa and Western Asia,Total,2012,99.96%,1
15-24,Egypt,male,Northern Africa and Western Asia,Total,2012,92.36%,1
15-24,Jordan,male,Northern Africa and Western Asia,Total,2012,99.00%,1
15-24,Kuwait,male,Northern Africa and Western Asia,Total,2012,98.74%,1
15-24,Morocco,male,Northern Africa and Western Asia,Total,2012,94.63%,1
15-24,Palestine,male,Northern Africa and Western Asia,Total,2012,99.35%,1
15-24,Tunisia,male,Northern Africa and Western Asia,Total,2012,97.97%,1
15-24,Turkey,male,Northern Africa and Western Asia,Total,2012,99.59%,1
15-24,Azerbaijan,male,Northern Africa and Western Asia,Total,2013,99.98%,1
15-24,Egypt,male,Northern Africa and Western Asia,Total,2013,93.65%,1
15-24,Iraq,male,Northern Africa and Western Asia,Total,2013,57.01%,1
15-24,Kuwait,male,Northern Africa and Western Asia,Total,2013,99.25%,1
15-24,Palestine,male,Northern Africa and Western Asia,Total,2013,99.42%,1
15-24,Qatar,male,Northern Africa and Western Asia,Total,2013,90.31%,1
15-24,Saudi Arabia,male,Northern Africa and Western Asia,Total,2013,99.30%,1
15-24,Turkey,male,Northern Africa and Western Asia,Total,2013,99.69%,1
15-24,Azerbaijan,male,Northern Africa and Western Asia,Total,2014,99.98%,1
15-24,Georgia,male,Northern Africa and Western Asia,Total,2014,99.68%,1
15-24,Oman,male,Northern Africa and Western Asia,Total,2014,99.13%,1
15-24,Palestine,male,Northern Africa and Western Asia,Total,2014,99.41%,1
15-24,Qatar,male,Northern Africa and Western Asia,Total,2014,92.68%,1
15-24,Tunisia,male,Northern Africa and Western Asia,Total,2014,96.61%,1
15-24,Turkey,male,Northern Africa and Western Asia,Total,2014,99.75%,1
15-24,Azerbaijan,male,Northern Africa and Western Asia,Total,2015,99.96%,1
15-24,Kuwait,male,Northern Africa and Western Asia,Total,2015,99.15%,1
15-24,Oman,male,Northern Africa and Western Asia,Total,2015,99.43%,1
15-24,Palestine,male,Northern Africa and Western Asia,Total,2015,99.41%,1
15-24,Turkey,male,Northern Africa and Western Asia,Total,2015,99.81%,1
15-24,Azerbaijan,male,Northern Africa and Western Asia,Total,2016,99.96%,1
15-24,Bahrain,male,Northern Africa and Western Asia,Total,2016,99.96%,1
15-24,Oman,male,Northern Africa and Western Asia,Total,2016,98.51%,1
15-24,Palestine,male,Northern Africa and Western Asia,Total,2016,99.45%,1
15-24,Qatar,male,Northern Africa and Western Asia,Total,2016,94.81%,1
15-24,Turkey,male,Northern Africa and Western Asia,Total,2016,99.86%,1
15-24,Armenia,male,Northern Africa and Western Asia,Total,2017,99.82%,1
15-24,Azerbaijan,male,Northern Africa and Western Asia,Total,2017,99.96%,1
15-24,Bahrain,male,Northern Africa and Western Asia,Total,2017,99.99%,1
15-24,Egypt,male,Northern Africa and Western Asia,Total,2017,89.48%,1
15-24,Georgia,male,Northern Africa and Western Asia,Total,2017,99.77%,1
15-24,Kuwait,male,Northern Africa and Western Asia,Total,2017,99.06%,1
15-24,Oman,male,Northern Africa and Western Asia,Total,2017,98.46%,1
15-24,Qatar,male,Northern Africa and Western Asia,Total,2017,94.07%,1
15-24,Saudi Arabia,male,Northern Africa and Western Asia,Total,2017,99.32%,1
15-24,Turkey,male,Northern Africa and Western Asia,Total,2017,99.91%,1
15-24,Algeria,male,Northern Africa and Western Asia,Total,2018,97.59%,1
15-24,Bahrain,male,Northern Africa and Western Asia,Total,2018,99.98%,1
15-24,Iraq,male,Northern Africa and Western Asia,Total,2018,59.80%,1
15-24,Jordan,male,Northern Africa and Western Asia,Total,2018,99.20%,1
15-24,Kuwait,male,Northern Africa and Western Asia,Total,2018,98.78%,1
15-24,Lebanon,male,Northern Africa and Western Asia,Total,2018,99.66%,1
15-24,Morocco,male,Northern Africa and Western Asia,Total,2018,98.04%,1
15-24,Oman,male,Northern Africa and Western Asia,Total,2018,98.36%,1
15-24,Palestine,male,Northern Africa and Western Asia,Total,2018,99.29%,1
15-24,Sudan,male,Northern Africa and Western Asia,Total,2018,72.51%,1
15-24,Papua New Guinea,male,Oceania,Total,2010,64.57%,1
15-24,Marshall Islands,male,Oceania,Total,2011,98.17%,1
15-24,Samoa,male,Oceania,Total,2011,99.03%,1
15-24,Tonga,male,Oceania,Total,2011,99.37%,1
15-24,Palau,male,Oceania,Total,2013,99.77%,1
15-24,New Caledonia,male,Oceania,Total,2014,99.18%,1
15-24,Vanuatu,male,Oceania,Total,2014,95.09%,1
15-24,Palau,male,Oceania,Total,2015,98.25%,1
15-24,Fiji,male,Oceania,Total,2017,99.68%,1
15-24,Samoa,male,Oceania,Total,2018,98.84%,1
15-24,Tonga,male,Oceania,Total,2018,99.35%,1
15-24,Vanuatu,male,Oceania,Total,2018,95.98%,1
15-24,Cameroon,male,Sub-Saharan Africa,Total,2010,85.40%,1
15-24,Central African Republic,male,Sub-Saharan Africa,Total,2010,48.86%,1
15-24,Equatorial Guinea,male,Sub-Saharan Africa,Total,2010,97.69%,1
15-24,Ghana,male,Sub-Saharan Africa,Total,2010,88.31%,1
15-24,Guinea,male,Sub-Saharan Africa,Total,2010,37.57%,1
15-24,Malawi,male,Sub-Saharan Africa,Total,2010,74.27%,1
15-24,Mali,male,Sub-Saharan Africa,Total,2010,56.37%,1
15-24,Rwanda,male,Sub-Saharan Africa,Total,2010,76.66%,1
15-24,Seychelles,male,Sub-Saharan Africa,Total,2010,98.59%,1
15-24,South Africa,male,Sub-Saharan Africa,Total,2010,98.39%,1
15-24,Swaziland,male,Sub-Saharan Africa,Total,2010,92.19%,1
15-24,Uganda,male,Sub-Saharan Africa,Total,2010,89.64%,1
15-24,United Republic of Tanzania,male,Sub-Saharan Africa,Total,2010,76.49%,1
15-24,Zambia,male,Sub-Saharan Africa,Total,2010,91.20%,1
15-24,Congo,male,Sub-Saharan Africa,Total,2011,85.68%,1
15-24,Mali,male,Sub-Saharan Africa,Total,2011,56.32%,1
15-24,Mauritius,male,Sub-Saharan Africa,Total,2011,97.69%,1
15-24,Namibia,male,Sub-Saharan Africa,Total,2011,93.46%,1
15-24,Senegal,male,Sub-Saharan Africa,Total,2011,73.97%,1
15-24,South Africa,male,Sub-Saharan Africa,Total,2011,98.43%,1
15-24,Togo,male,Sub-Saharan Africa,Total,2011,86.92%,1
15-24,Zimbabwe,male,Sub-Saharan Africa,Total,2011,89.59%,1
15-24,Benin,male,Sub-Saharan Africa,Total,2012,63.94%,1
15-24,Cabo Verde,male,Sub-Saharan Africa,Total,2012,97.87%,1
15-24,Comoros,male,Sub-Saharan Africa,Total,2012,73.81%,1
15-24,Côte d'Ivoire,male,Sub-Saharan Africa,Total,2012,58.33%,1
15-24,Democratic Republic of the Congo,male,Sub-Saharan Africa,Total,2012,91.05%,1
15-24,Gabon,male,Sub-Saharan Africa,Total,2012,87.39%,1
15-24,Madagascar,male,Sub-Saharan Africa,Total,2012,78.41%,1
15-24,Niger,male,Sub-Saharan Africa,Total,2012,48.56%,1
15-24,Rwanda,male,Sub-Saharan Africa,Total,2012,81.12%,1
15-24,Sao Tome and Principe,male,Sub-Saharan Africa,Total,2012,97.12%,1
15-24,South Africa,male,Sub-Saharan Africa,Total,2012,98.50%,1
15-24,Uganda,male,Sub-Saharan Africa,Total,2012,85.76%,1
15-24,United Republic of Tanzania,male,Sub-Saharan Africa,Total,2012,87.17%,1
15-24,Botswana,male,Sub-Saharan Africa,Total,2013,95.75%,1
15-24,Gambia,male,Sub-Saharan Africa,Total,2013,65.98%,1
15-24,Senegal,male,Sub-Saharan Africa,Total,2013,61.11%,1
15-24,Sierra Leone,male,Sub-Saharan Africa,Total,2013,64.53%,1
15-24,Angola,male,Sub-Saharan Africa,Total,2014,84.86%,1
15-24,Botswana,male,Sub-Saharan Africa,Total,2014,95.94%,1
15-24,Burkina Faso,male,Sub-Saharan Africa,Total,2014,56.99%,1
15-24,Burundi,male,Sub-Saharan Africa,Total,2014,85.29%,1
15-24,Côte d'Ivoire,male,Sub-Saharan Africa,Total,2014,59.12%,1
15-24,Equatorial Guinea,male,Sub-Saharan Africa,Total,2014,97.72%,1
15-24,Guinea,male,Sub-Saharan Africa,Total,2014,56.97%,1
15-24,Guinea-Bissau,male,Sub-Saharan Africa,Total,2014,71.25%,1
15-24,Kenya,male,Sub-Saharan Africa,Total,2014,86.94%,1
15-24,Lesotho,male,Sub-Saharan Africa,Total,2014,79.61%,1
15-24,Malawi,male,Sub-Saharan Africa,Total,2014,78.78%,1
15-24,Rwanda,male,Sub-Saharan Africa,Total,2014,83.81%,1
15-24,South Africa,male,Sub-Saharan Africa,Total,2014,98.68%,1
15-24,Zimbabwe,male,Sub-Saharan Africa,Total,2014,87.59%,1
15-24,Cabo Verde,male,Sub-Saharan Africa,Total,2015,97.59%,1
15-24,Chad,male,Sub-Saharan Africa,Total,2015,51.84%,1
15-24,Gambia,male,Sub-Saharan Africa,Total,2015,70.74%,1
15-24,Malawi,male,Sub-Saharan Africa,Total,2015,72.49%,1
15-24,Mali,male,Sub-Saharan Africa,Total,2015,60.53%,1
15-24,Mozambique,male,Sub-Saharan Africa,Total,2015,79.07%,1
15-24,South Africa,male,Sub-Saharan Africa,Total,2015,98.68%,1
15-24,Togo,male,Sub-Saharan Africa,Total,2015,89.67%,1
15-24,United Republic of Tanzania,male,Sub-Saharan Africa,Total,2015,87.01%,1
15-24,Chad,male,Sub-Saharan Africa,Total,2016,40.69%,1
15-24,Democratic Republic of the Congo,male,Sub-Saharan Africa,Total,2016,90.96%,1
15-24,Burundi,male,Sub-Saharan Africa,Total,2017,91.03%,1
15-24,Ethiopia,male,Sub-Saharan Africa,Total,2017,73.52%,1
15-24,Liberia,male,Sub-Saharan Africa,Total,2017,64.96%,1
15-24,Mauritania,male,Sub-Saharan Africa,Total,2017,70.94%,1
15-24,Mozambique,male,Sub-Saharan Africa,Total,2017,77.26%,1
15-24,Senegal,male,Sub-Saharan Africa,Total,2017,75.58%,1
15-24,South Africa,male,Sub-Saharan Africa,Total,2017,93.76%,1
15-24,Benin,male,Sub-Saharan Africa,Total,2018,69.76%,1
15-24,Burkina Faso,male,Sub-Saharan Africa,Total,2018,61.79%,1
15-24,Cameroon,male,Sub-Saharan Africa,Total,2018,87.72%,1
15-24,Central African Republic,male,Sub-Saharan Africa,Total,2018,47.80%,1
15-24,Comoros,male,Sub-Saharan Africa,Total,2018,78.24%,1
15-24,Congo,male,Sub-Saharan Africa,Total,2018,85.34%,1
15-24,Côte d'Ivoire,male,Sub-Saharan Africa,Total,2018,63.84%,1
15-24,Eritrea,male,Sub-Saharan Africa,Total,2018,93.82%,1
15-24,Gabon,male,Sub-Saharan Africa,Total,2018,88.14%,1
15-24,Ghana,male,Sub-Saharan Africa,Total,2018,92.76%,1
15-24,Kenya,male,Sub-Saharan Africa,Total,2018,87.59%,1
15-24,Madagascar,male,Sub-Saharan Africa,Total,2018,81.72%,1
15-24,Mali,male,Sub-Saharan Africa,Total,2018,57.83%,1
15-24,Mauritius,male,Sub-Saharan Africa,Total,2018,98.74%,1
15-24,Namibia,male,Sub-Saharan Africa,Total,2018,94.11%,1
15-24,Nigeria,male,Sub-Saharan Africa,Total,2018,81.58%,1
15-24,Rwanda,male,Sub-Saharan Africa,Total,2018,84.33%,1
15-24,Sao Tome and Principe,male,Sub-Saharan Africa,Total,2018,97.71%,1
15-24,Seychelles,male,Sub-Saharan Africa,Total,2018,98.56%,1
15-24,Sierra Leone,male,Sub-Saharan Africa,Total,2018,70.58%,1
15-24,South Sudan,male,Sub-Saharan Africa,Total,2018,48.43%,1
15-24,Swaziland,male,Sub-Saharan Africa,Total,2018,94.30%,1
15-24,Uganda,male,Sub-Saharan Africa,Total,2018,88.83%,1
15-24,Zambia,male,Sub-Saharan Africa,Total,2018,92.56%,1
25-64,Russian Federation,male,Europe and Northern America,Total,2010,99.77%,1
25-64,Spain,male,Europe and Northern America,Total,2010,99.07%,1
25-64,Greece,male,Europe and Northern America,Total,2011,98.70%,1
25-64,Italy,male,Europe and Northern America,Total,2011,99.47%,1
25-64,Latvia,male,Europe and Northern America,Total,2011,99.89%,1
25-64,Lithuania,male,Europe and Northern America,Total,2011,99.77%,1
25-64,Malta,male,Europe and Northern America,Total,2011,91.70%,1
25-64,Montenegro,male,Europe and Northern America,Total,2011,99.58%,1
25-64,Portugal,male,Europe and Northern America,Total,2011,98.30%,1
25-64,Romania,male,Europe and Northern America,Total,2011,99.15%,1
25-64,Serbia,male,Europe and Northern America,Total,2011,99.46%,1
25-64,Spain,male,Europe and Northern America,Total,2011,99.09%,1
25-64,Republic of Moldova,male,Europe and Northern America,Total,2012,99.54%,1
25-64,Spain,male,Europe and Northern America,Total,2012,99.09%,1
25-64,Ukraine,male,Europe and Northern America,Total,2012,100.00%,1
25-64,Spain,male,Europe and Northern America,Total,2013,99.21%,1
25-64,Hungary,male,Europe and Northern America,Total,2014,99.20%,1
25-64,Republic of Moldova,male,Europe and Northern America,Total,2014,99.66%,1
25-64,Slovenia,male,Europe and Northern America,Total,2014,99.73%,1
25-64,Spain,male,Europe and Northern America,Total,2014,99.20%,1
25-64,The former Yugoslav Republic of Macedonia,male,Europe and Northern America,Total,2014,99.10%,1
25-64,Spain,male,Europe and Northern America,Total,2015,99.23%,1
25-64,Serbia,male,Europe and Northern America,Total,2016,99.51%,1
25-64,Spain,male,Europe and Northern America,Total,2016,99.28%,1
25-64,Italy,male,Europe and Northern America,Total,2018,99.56%,1
25-64,Malta,male,Europe and Northern America,Total,2018,93.94%,1
25-64,Montenegro,male,Europe and Northern America,Total,2018,99.54%,1
25-64,Portugal,male,Europe and Northern America,Total,2018,98.53%,1
25-64,Romania,male,Europe and Northern America,Total,2018,99.06%,1
25-64,Russian Federation,male,Europe and Northern America,Total,2018,99.73%,1
25-64,San Marino,male,Europe and Northern America,Total,2018,99.98%,1
25-64,Serbia,male,Europe and Northern America,Total,2018,99.26%,1
25-64,Spain,male,Europe and Northern America,Total,2018,99.33%,1
25-64,Argentina,male,Latin America and the Caribbean,Total,2010,99.16%,1
25-64,Aruba,male,Latin America and the Caribbean,Total,2010,97.55%,1
25-64,Brazil,male,Latin America and the Caribbean,Total,2010,89.93%,1
25-64,Colombia,male,Latin America and the Caribbean,Total,2010,93.64%,1
25-64,Dominican Republic,male,Latin America and the Caribbean,Total,2010,89.02%,1
25-64,Ecuador,male,Latin America and the Caribbean,Total,2010,94.40%,1
25-64,El Salvador,male,Latin America and the Caribbean,Total,2010,86.82%,1
25-64,Honduras,male,Latin America and the Caribbean,Total,2010,83.56%,1
25-64,Mexico,male,Latin America and the Caribbean,Total,2010,95.03%,1
25-64,Panama,male,Latin America and the Caribbean,Total,2010,95.62%,1
25-64,Paraguay,male,Latin America and the Caribbean,Total,2010,95.00%,1
25-64,Puerto Rico,male,Latin America and the Caribbean,Total,2010,90.54%,1
25-64,Suriname,male,Latin America and the Caribbean,Total,2010,96.38%,1
25-64,Trinidad and Tobago,male,Latin America and the Caribbean,Total,2010,99.24%,1
25-64,Uruguay,male,Latin America and the Caribbean,Total,2010,98.10%,1
25-64,Argentina,male,Latin America and the Caribbean,Total,2011,99.27%,1
25-64,Bolivia (Plurinational State of),male,Latin America and the Caribbean,Total,2011,97.30%,1
25-64,Brazil,male,Latin America and the Caribbean,Total,2011,91.36%,1
25-64,Chile,male,Latin America and the Caribbean,Total,2011,97.37%,1
25-64,Colombia,male,Latin America and the Caribbean,Total,2011,93.80%,1
25-64,Costa Rica,male,Latin America and the Caribbean,Total,2011,97.64%,1
25-64,Dominican Republic,male,Latin America and the Caribbean,Total,2011,89.40%,1
25-64,Ecuador,male,Latin America and the Caribbean,Total,2011,94.70%,1
25-64,El Salvador,male,Latin America and the Caribbean,Total,2011,88.09%,1
25-64,Honduras,male,Latin America and the Caribbean,Total,2011,84.57%,1
25-64,Mexico,male,Latin America and the Caribbean,Total,2011,95.52%,1
25-64,Uruguay,male,Latin America and the Caribbean,Total,2011,98.37%,1
25-64,Venezuela (Bolivarian Republic of),male,Latin America and the Caribbean,Total,2011,94.91%,1
25-64,Argentina,male,Latin America and the Caribbean,Total,2012,99.16%,1
25-64,Bolivia (Plurinational State of),male,Latin America and the Caribbean,Total,2012,97.72%,1
25-64,Brazil,male,Latin America and the Caribbean,Total,2012,91.16%,1
25-64,Cuba,male,Latin America and the Caribbean,Total,2012,99.74%,1
25-64,Dominican Republic,male,Latin America and the Caribbean,Total,2012,89.78%,1
25-64,Ecuador,male,Latin America and the Caribbean,Total,2012,94.76%,1
25-64,Guatemala,male,Latin America and the Caribbean,Total,2012,83.34%,1
25-64,Honduras,male,Latin America and the Caribbean,Total,2012,84.68%,1
25-64,Mexico,male,Latin America and the Caribbean,Total,2012,96.24%,1
25-64,Paraguay,male,Latin America and the Caribbean,Total,2012,94.98%,1
25-64,Peru,male,Latin America and the Caribbean,Total,2012,97.16%,1
25-64,Suriname,male,Latin America and the Caribbean,Total,2012,95.43%,1
25-64,Uruguay,male,Latin America and the Caribbean,Total,2012,98.31%,1
25-64,Argentina,male,Latin America and the Caribbean,Total,2013,99.20%,1
25-64,Brazil,male,Latin America and the Caribbean,Total,2013,91.57%,1
25-64,Chile,male,Latin America and the Caribbean,Total,2013,96.93%,1
25-64,Dominican Republic,male,Latin America and the Caribbean,Total,2013,89.65%,1
25-64,Ecuador,male,Latin America and the Caribbean,Total,2013,95.36%,1
25-64,El Salvador,male,Latin America and the Caribbean,Total,2013,89.17%,1
25-64,Guatemala,male,Latin America and the Caribbean,Total,2013,79.86%,1
25-64,Honduras,male,Latin America and the Caribbean,Total,2013,85.19%,1
25-64,Mexico,male,Latin America and the Caribbean,Total,2013,95.72%,1
25-64,Paraguay,male,Latin America and the Caribbean,Total,2013,96.06%,1
25-64,Uruguay,male,Latin America and the Caribbean,Total,2013,98.45%,1
25-64,Argentina,male,Latin America and the Caribbean,Total,2014,99.20%,1
25-64,Barbados,male,Latin America and the Caribbean,Total,2014,99.70%,1
25-64,Brazil,male,Latin America and the Caribbean,Total,2014,91.74%,1
25-64,Colombia,male,Latin America and the Caribbean,Total,2014,94.29%,1
25-64,Dominican Republic,male,Latin America and the Caribbean,Total,2014,90.71%,1
25-64,Ecuador,male,Latin America and the Caribbean,Total,2014,96.02%,1
25-64,Grenada,male,Latin America and the Caribbean,Total,2014,98.65%,1
25-64,Guadeloupe,male,Latin America and the Caribbean,Total,2014,97.14%,1
25-64,Guatemala,male,Latin America and the Caribbean,Total,2014,85.64%,1
25-64,Guyana,male,Latin America and the Caribbean,Total,2014,85.83%,1
25-64,Honduras,male,Latin America and the Caribbean,Total,2014,86.60%,1
25-64,Jamaica,male,Latin America and the Caribbean,Total,2014,83.17%,1
25-64,Martinique,male,Latin America and the Caribbean,Total,2014,98.95%,1
